"Year","ID","Name","Median.Household.Income.","X90..Confidence.Interval"
2017,37183,"Wake County","77,641","75,147 to 80,135"
2018,6000,"California","75,250","74,934 to 75,566"
2019,25027,"Worcester County","77,795","74,753 to 80,837"
2019,49000,"Utah","75,705","74,655 to 76,755"
2016,25000,"Massachusetts","75,207","74,461 to 75,953"
2018,48453,"Travis County","76,255","74,141 to 78,369"
2016,37183,"Wake County","76,173","74,132 to 78,214"
2019,46127,"Union County","83,910","74,011 to 93,809"
2018,46127,"Union County","80,698","73,969 to 87,427"
2018,33000,"New Hampshire","75,322","73,932 to 76,712"
2019,27000,"Minnesota","74,529","73,721 to 75,337"
2019,56037,"Sweetwater County","80,639","73,437 to 87,841"
2017,46127,"Union County","82,100","73,354 to 90,846"
2018,53000,"Washington","74,023","73,343 to 74,703"
2017,9000,"Connecticut","74,428","73,203 to 75,653"
2016,15000,"Hawaii","74,659","73,083 to 76,235"
2014,24000,"Maryland","73,851","73,027 to 74,675"
2019,25025,"Suffolk County","75,843","72,711 to 78,975"
2016,9000,"Connecticut","73,380","72,386 to 74,374"
2017,33000,"New Hampshire","73,638","72,173 to 75,103"
2018,51000,"Virginia","72,600","71,931 to 73,269"
2016,11000,"District of Columbia","74,093","71,880 to 76,306"
2013,24000,"Maryland","72,482","71,789 to 73,175"
2015,34000,"New Jersey","72,337","71,736 to 72,938"
2019,36000,"New York","72,038","71,588 to 72,488"
2014,34000,"New Jersey","71,968","71,536 to 72,400"
2017,6000,"California","71,785","71,492 to 72,078"
2015,15000,"Hawaii","73,097","71,322 to 74,872"
2018,8000,"Colorado","71,949","71,309 to 72,589"
2015,11000,"District of Columbia","73,115","71,082 to 75,148"
2017,51000,"Virginia","71,518","70,983 to 72,053"
2017,48453,"Travis County","72,785","70,889 to 74,681"
2018,49000,"Utah","71,381","70,662 to 72,100"
2012,24000,"Maryland","71,169","70,606 to 71,732"
2015,9000,"Connecticut","71,333","70,573 to 72,093"
2017,53000,"Washington","70,942","70,369 to 71,515"
2015,25000,"Massachusetts","70,659","70,051 to 71,267"
2018,25027,"Worcester County","71,767","69,837 to 73,697"
2018,27000,"Minnesota","70,295","69,764 to 70,826"
2016,33000,"New Hampshire","70,986","69,715 to 72,257"
2013,34000,"New Jersey","70,224","69,689 to 70,759"
2019,32031,"Washoe County","71,733","69,424 to 74,042"
2015,37183,"Wake County","70,629","69,374 to 71,884"
2011,24000,"Maryland","70,075","69,315 to 70,835"
2014,9000,"Connecticut","70,007","69,219 to 70,795"
2017,56037,"Sweetwater County","75,590","69,190 to 81,990"
2012,34000,"New Jersey","69,705","69,020 to 70,390"
2019,44000,"Rhode Island","70,383","68,918 to 71,848"
2015,33000,"New Hampshire","70,003","68,837 to 71,169"
2016,48453,"Travis County","70,068","68,713 to 71,423"
2016,56037,"Sweetwater County","74,546","68,674 to 80,418"
2019,17000,"Illinois","69,212","68,633 to 69,791"
2014,11000,"District of Columbia","69,992","68,375 to 71,609"
2017,8000,"Colorado","69,113","68,361 to 69,865"
2014,25000,"Massachusetts","69,200","68,303 to 70,097"
2014,15000,"Hawaii","69,549","68,236 to 70,862"
2010,24000,"Maryland","68,933","68,100 to 69,766"
2014,56037,"Sweetwater County","72,604","67,783 to 77,425"
2017,27000,"Minnesota","68,364","67,722 to 69,006"
2017,25027,"Worcester County","70,222","67,639 to 72,805"
2016,51000,"Virginia","68,127","67,404 to 68,850"
2016,6000,"California","67,715","67,361 to 68,069"
2015,46127,"Union County","74,439","67,304 to 81,574"
2017,49000,"Utah","68,395","67,267 to 69,523"
2018,56037,"Sweetwater County","73,315","67,141 to 79,489"
2013,56037,"Sweetwater County","72,899","67,119 to 78,679"
2016,25027,"Worcester County","69,064","67,037 to 71,091"
2018,36000,"New York","67,648","67,021 to 68,275"
2010,34000,"New Jersey","67,719","67,011 to 68,427"
2011,34000,"New Jersey","67,574","66,885 to 68,263"
2016,46127,"Union County","74,857","66,879 to 82,835"
2019,42133,"York County","69,101","66,711 to 71,491"
2016,53000,"Washington","67,064","66,481 to 67,647"
2012,9000,"Connecticut","67,275","66,463 to 68,087"
2013,15000,"Hawaii","67,798","66,428 to 69,168"
2015,56037,"Sweetwater County","71,867","66,280 to 77,454"
2013,9000,"Connecticut","67,262","66,279 to 68,245"
2013,25000,"Massachusetts","66,794","66,105 to 67,483"
2019,41000,"Oregon","66,955","66,103 to 67,807"
2018,25025,"Suffolk County","68,743","66,071 to 71,415"
2015,51000,"Virginia","66,263","65,730 to 66,796"
2019,0,"United States","65,712","65,594 to 65,830"
2014,33000,"New Hampshire","66,469","65,316 to 67,622"
2016,8000,"Colorado","65,718","65,097 to 66,339"
2016,49000,"Utah","65,931","65,028 to 66,834"
2011,9000,"Connecticut","65,822","65,021 to 66,623"
2016,27000,"Minnesota","65,583","64,989 to 66,177"
2014,37183,"Wake County","66,950","64,949 to 68,951"
2019,38000,"North Dakota","67,402","64,920 to 69,884"
2014,46127,"Union County","72,041","64,821 to 79,261"
2011,56037,"Sweetwater County","69,756","64,776 to 74,736"
2012,25000,"Massachusetts","65,378","64,757 to 65,999"
2012,15000,"Hawaii","66,086","64,683 to 67,489"
2018,17000,"Illinois","65,063","64,570 to 65,556"
2014,51000,"Virginia","64,923","64,318 to 65,528"
2017,25025,"Suffolk County","65,999","64,289 to 67,709"
2017,36000,"New York","64,783","64,283 to 65,283"
2019,56000,"Wyoming","66,152","64,261 to 68,043"
2013,11000,"District of Columbia","66,326","64,245 to 68,407"
2015,6000,"California","64,483","64,091 to 64,875"
2015,25027,"Worcester County","65,621","63,891 to 67,351"
2012,11000,"District of Columbia","65,231","63,678 to 66,784"
2014,25027,"Worcester County","65,217","63,662 to 66,772"
2013,37183,"Wake County","65,433","63,605 to 67,261"
2019,55000,"Wisconsin","64,177","63,584 to 64,770"
2019,48000,"Texas","64,044","63,548 to 64,540"
2010,9000,"Connecticut","64,321","63,372 to 65,270"
2018,38000,"North Dakota","65,250","63,367 to 67,133"
2015,48453,"Travis County","65,244","63,348 to 67,140"
2015,53000,"Washington","64,080","63,310 to 64,850"
2015,8000,"Colorado","63,945","63,089 to 64,801"
2019,42000,"Pennsylvania","63,455","63,028 to 63,882"
2013,33000,"New Hampshire","64,064","62,869 to 65,259"
2015,27000,"Minnesota","63,459","62,805 to 64,113"
2018,42133,"York County","65,238","62,645 to 67,831"
2015,49047,"Uintah County","67,561","62,560 to 72,562"
2017,17000,"Illinois","63,044","62,509 to 63,579"
2011,25000,"Massachusetts","63,126","62,285 to 63,967"
2019,32000,"Nevada","63,268","62,281 to 64,255"
2010,56037,"Sweetwater County","67,508","62,263 to 72,753"
2018,41000,"Oregon","63,168","62,169 to 64,167"
2013,51000,"Virginia","62,745","62,101 to 63,389"
2018,44000,"Rhode Island","63,787","62,087 to 65,487"
2016,36000,"New York","62,700","62,081 to 63,319"
2012,37183,"Wake County","64,107","61,976 to 66,238"
2012,33000,"New Hampshire","63,157","61,881 to 64,433"
2019,42125,"Washington County","65,558","61,858 to 69,258"
2018,0,"United States","61,937","61,843 to 62,031"
2015,49000,"Utah","62,961","61,825 to 64,097"
2010,25000,"Massachusetts","62,133","61,734 to 62,532"
2019,50000,"Vermont","63,293","61,699 to 64,887"
2014,6000,"California","61,927","61,689 to 62,165"
2019,4000,"Arizona","62,027","61,584 to 62,470"
2019,13000,"Georgia","61,950","61,517 to 62,383"
2010,15000,"Hawaii","62,774","61,500 to 64,048"
2017,42133,"York County","63,493","61,485 to 65,501"
2017,38000,"North Dakota","62,400","61,392 to 63,408"
2011,51000,"Virginia","61,877","61,383 to 62,371"
2012,51000,"Virginia","61,782","61,379 to 62,185"
2017,44000,"Rhode Island","62,923","61,349 to 64,497"
2019,20000,"Kansas","62,028","61,346 to 62,710"
2011,33000,"New Hampshire","62,436","61,238 to 63,634"
2011,15000,"Hawaii","62,071","61,102 to 63,040"
2019,19000,"Iowa","61,807","61,069 to 62,545"
2014,27000,"Minnesota","61,473","61,010 to 61,936"
2018,42125,"Washington County","63,119","61,006 to 65,232"
2018,56000,"Wyoming","62,259","60,969 to 63,549"
2014,53000,"Washington","61,358","60,882 to 61,834"
2014,8000,"Colorado","61,324","60,846 to 61,802"
2012,25027,"Worcester County","62,318","60,742 to 63,894"
2018,32031,"Washoe County","63,636","60,701 to 66,571"
2011,37183,"Wake County","62,436","60,622 to 64,250"
2016,17000,"Illinois","60,977","60,591 to 61,363"
2018,42000,"Pennsylvania","60,891","60,577 to 61,205"
2013,46127,"Union County","66,831","60,576 to 73,086"
2015,36000,"New York","60,805","60,500 to 61,110"
2016,38000,"North Dakota","61,898","60,498 to 63,298"
2011,11000,"District of Columbia","62,087","60,432 to 63,742"
2016,49047,"Uintah County","64,184","60,414 to 67,954"
2014,48453,"Travis County","61,779","60,414 to 63,144"
2018,55000,"Wisconsin","60,779","60,392 to 61,166"
2018,48000,"Texas","60,632","60,354 to 60,910"
2014,49000,"Utah","60,943","60,307 to 61,579"
2014,49047,"Uintah County","65,489","60,300 to 70,678"
2017,0,"United States","60,336","60,250 to 60,422"
2010,37183,"Wake County","61,594","60,246 to 62,942"
2013,27000,"Minnesota","60,664","60,237 to 61,091"
2010,51000,"Virginia","60,665","60,222 to 61,108"
2011,46127,"Union County","66,242","60,219 to 72,265"
2017,32031,"Washoe County","61,506","60,193 to 62,819"
2015,38000,"North Dakota","61,674","60,168 to 63,180"
2013,25027,"Worcester County","62,268","60,089 to 64,447"
2010,33000,"New Hampshire","60,917","59,946 to 61,888"
2013,6000,"California","60,185","59,931 to 60,439"
2010,25027,"Worcester County","61,079","59,892 to 62,266"
2016,56000,"Wyoming","61,686","59,882 to 63,490"
2016,42133,"York County","62,305","59,835 to 64,775"
2012,56037,"Sweetwater County","64,747","59,834 to 69,660"
2018,49047,"Uintah County","63,631","59,833 to 67,429"
2019,16000,"Idaho","60,830","59,799 to 61,861"
2015,56000,"Wyoming","61,213","59,768 to 62,658"
2017,56000,"Wyoming","61,279","59,760 to 62,798"
2016,25025,"Suffolk County","61,367","59,681 to 63,053"
2010,46127,"Union County","65,142","59,591 to 70,693"
2010,11000,"District of Columbia","60,729","59,552 to 61,906"
2018,50000,"Vermont","60,917","59,541 to 62,293"
2012,46127,"Union County","64,772","59,414 to 70,130"
2017,41000,"Oregon","60,123","59,356 to 60,890"
2018,19000,"Iowa","60,071","59,227 to 60,915"
2015,17000,"Illinois","59,590","59,086 to 60,094"
2013,49000,"Utah","59,715","58,985 to 60,445"
2019,26000,"Michigan","59,522","58,955 to 60,089"
2011,25027,"Worcester County","60,396","58,883 to 61,909"
2014,38000,"North Dakota","60,227","58,786 to 61,668"
2019,12000,"Florida","59,198","58,758 to 59,638"
2017,42000,"Pennsylvania","59,165","58,728 to 59,602"
2017,55000,"Wisconsin","59,300","58,725 to 59,875"
2017,48000,"Texas","59,195","58,712 to 59,678"
2013,48453,"Travis County","60,372","58,682 to 62,062"
2019,46000,"South Dakota","60,414","58,658 to 62,170"
2016,44000,"Rhode Island","60,046","58,657 to 61,435"
2014,36000,"New York","58,771","58,381 to 59,161"
2018,4000,"Arizona","59,079","58,366 to 59,792"
2012,27000,"Minnesota","58,828","58,186 to 59,470"
2013,8000,"Colorado","58,942","58,171 to 59,713"
2019,39000,"Ohio","58,704","58,147 to 59,261"
2012,6000,"California","58,322","57,972 to 58,672"
2018,13000,"Georgia","58,634","57,940 to 59,328"
2017,19000,"Iowa","58,706","57,889 to 59,523"
2013,53000,"Washington","58,431","57,782 to 59,080"
2018,32000,"Nevada","58,740","57,678 to 59,802"
2016,0,"United States","57,617","57,502 to 57,732"
2018,20000,"Kansas","58,150","57,401 to 58,899"
2010,6000,"California","57,664","57,316 to 58,012"
2013,49047,"Uintah County","62,028","57,268 to 66,788"
2019,23000,"Maine","58,824","57,230 to 60,418"
2017,42125,"Washington County","60,332","57,217 to 63,447"
2014,17000,"Illinois","57,458","57,035 to 57,881"
2017,32000,"Nevada","57,932","57,032 to 58,832"
2012,53000,"Washington","57,574","57,000 to 58,148"
2011,6000,"California","57,275","56,997 to 57,553"
2019,18000,"Indiana","57,617","56,947 to 58,287"
2013,56000,"Wyoming","58,424","56,946 to 59,902"
2013,36000,"New York","57,255","56,828 to 57,682"
2019,37000,"North Carolina","57,388","56,784 to 57,992"
2019,29000,"Missouri","57,375","56,741 to 58,009"
2014,56000,"Wyoming","58,291","56,701 to 59,881"
2017,50000,"Vermont","58,271","56,580 to 59,962"
2016,41000,"Oregon","57,379","56,560 to 58,198"
2016,42000,"Pennsylvania","56,897","56,540 to 57,254"
2014,42133,"York County","58,471","56,478 to 60,464"
2011,27000,"Minnesota","56,944","56,467 to 57,421"
2012,49000,"Utah","57,067","56,367 to 57,767"
2012,8000,"Colorado","56,880","56,305 to 57,455"
2016,48000,"Texas","56,583","56,285 to 56,881"
2015,42133,"York County","58,527","56,282 to 60,772"
2016,55000,"Wisconsin","56,808","56,269 to 57,347"
2011,53000,"Washington","56,811","56,260 to 57,362"
2018,26000,"Michigan","56,640","56,237 to 57,043"
2016,50000,"Vermont","57,661","56,228 to 59,094"
2019,40143,"Tulsa County","57,668","56,075 to 59,261"
2016,32031,"Washoe County","58,253","56,057 to 60,449"
2012,49047,"Uintah County","60,419","56,016 to 64,822"
2017,4000,"Arizona","56,508","55,999 to 57,017"
2012,36000,"New York","56,357","55,989 to 56,725"
2013,17000,"Illinois","56,212","55,814 to 56,610"
2018,39000,"Ohio","56,155","55,735 to 56,575"
2018,46000,"South Dakota","57,041","55,711 to 58,371"
2017,20000,"Kansas","56,382","55,700 to 57,064"
2015,0,"United States","55,775","55,690 to 55,860"
2016,19000,"Iowa","56,354","55,677 to 57,031"
2017,46000,"South Dakota","56,871","55,674 to 58,068"
2015,50000,"Vermont","56,883","55,668 to 58,098"
2012,48453,"Travis County","57,293","55,663 to 58,923"
2017,13000,"Georgia","56,117","55,555 to 56,679"
2019,45000,"South Carolina","56,360","55,542 to 57,178"
2013,38000,"North Dakota","56,800","55,497 to 58,103"
2019,49047,"Uintah County","62,541","55,422 to 69,660"
2019,47000,"Tennessee","56,047","55,399 to 56,695"
2015,44000,"Rhode Island","57,265","55,361 to 59,169"
2015,48000,"Texas","55,668","55,355 to 55,981"
2015,42000,"Pennsylvania","55,683","55,309 to 56,057"
2018,18000,"Indiana","55,725","55,210 to 56,240"
2015,55000,"Wisconsin","55,623","55,199 to 56,047"
2013,42133,"York County","56,963","55,076 to 58,850"
2010,53000,"Washington","55,584","55,058 to 56,110"
2018,12000,"Florida","55,433","55,052 to 55,814"
2011,49000,"Utah","55,802","55,045 to 56,559"
2010,27000,"Minnesota","55,422","54,978 to 55,866"
2011,49047,"Uintah County","58,936","54,948 to 62,924"
2011,8000,"Colorado","55,530","54,944 to 56,116"
2016,42125,"Washington County","58,068","54,909 to 61,227"
2017,23000,"Maine","55,980","54,896 to 57,064"
2015,25025,"Suffolk County","56,530","54,762 to 58,298"
2011,36000,"New York","55,147","54,754 to 55,540"
2012,17000,"Illinois","55,126","54,725 to 55,527"
2018,16000,"Idaho","55,524","54,649 to 56,399"
2011,56000,"Wyoming","56,044","54,596 to 57,492"
2015,42125,"Washington County","57,622","54,538 to 60,706"
2015,32031,"Washoe County","56,457","54,458 to 58,456"
2017,26000,"Michigan","54,840","54,405 to 55,275"
2018,23000,"Maine","55,579","54,367 to 56,791"
2016,32000,"Nevada","55,201","54,342 to 56,060"
2018,40143,"Tulsa County","55,796","54,328 to 57,264"
2012,42133,"York County","55,646","54,194 to 57,098"
2010,49000,"Utah","54,740","54,150 to 55,330"
2011,42133,"York County","55,521","54,133 to 56,909"
2015,19000,"Iowa","54,843","54,080 to 55,606"
2016,20000,"Kansas","54,828","53,976 to 55,680"
2019,40000,"Oklahoma","54,447","53,856 to 55,038"
2012,56000,"Wyoming","55,104","53,854 to 56,354"
2016,46000,"South Dakota","54,926","53,748 to 56,104"
2010,8000,"Colorado","54,411","53,726 to 55,096"
2018,29000,"Missouri","54,412","53,683 to 55,141"
2010,36000,"New York","54,047","53,677 to 54,417"
2017,39000,"Ohio","54,077","53,670 to 54,484"
2010,42133,"York County","55,960","53,659 to 58,261"
2014,0,"United States","53,657","53,564 to 53,750"
2014,44000,"Rhode Island","54,797","53,523 to 56,071"
2017,18000,"Indiana","54,134","53,493 to 54,775"
2013,44000,"Rhode Island","55,015","53,478 to 56,552"
2014,42125,"Washington County","55,796","53,374 to 58,218"
2018,37000,"North Carolina","53,922","53,358 to 54,486"
2012,38000,"North Dakota","54,579","53,273 to 55,885"
2015,41000,"Oregon","54,074","53,200 to 54,948"
2013,42125,"Washington County","54,919","53,163 to 56,675"
2014,19000,"Iowa","53,816","53,087 to 54,545"
2015,20000,"Kansas","53,802","52,963 to 54,641"
2017,29000,"Missouri","53,506","52,890 to 54,122"
2016,4000,"Arizona","53,481","52,863 to 54,099"
2014,42000,"Pennsylvania","53,224","52,810 to 53,638"
2016,13000,"Georgia","53,468","52,778 to 54,158"
2011,17000,"Illinois","53,271","52,773 to 53,769"
2014,50000,"Vermont","54,153","52,739 to 55,567"
2014,48000,"Texas","53,067","52,694 to 53,440"
2012,44000,"Rhode Island","54,002","52,598 to 55,406"
2014,25025,"Suffolk County","54,280","52,553 to 56,007"
2010,17000,"Illinois","52,967","52,541 to 53,393"
2010,56000,"Wyoming","53,757","52,440 to 55,074"
2013,25025,"Suffolk County","54,164","52,318 to 56,010"
2017,37000,"North Carolina","52,797","52,295 to 53,299"
2015,46000,"South Dakota","53,263","52,229 to 54,297"
2017,12000,"Florida","52,582","52,221 to 52,943"
2014,55000,"Wisconsin","52,632","52,206 to 53,058"
2013,0,"United States","52,250","52,185 to 52,315"
2016,39000,"Ohio","52,357","52,083 to 52,631"
2017,49047,"Uintah County","57,355","52,040 to 62,670"
2016,26000,"Michigan","52,436","52,038 to 52,834"
2016,18000,"Indiana","52,289","51,922 to 52,656"
2018,47000,"Tennessee","52,366","51,884 to 52,848"
2018,45000,"South Carolina","52,449","51,828 to 53,070"
2011,44000,"Rhode Island","53,152","51,803 to 54,501"
2013,19000,"Iowa","52,286","51,764 to 52,808"
2013,42000,"Pennsylvania","52,005","51,751 to 52,259"
2014,20000,"Kansas","52,392","51,712 to 53,072"
2016,23000,"Maine","52,926","51,690 to 54,162"
2019,21000,"Kentucky","52,256","51,639 to 52,873"
2015,32000,"Nevada","52,544","51,612 to 53,476"
2012,50000,"Vermont","52,700","51,601 to 53,799"
2011,48453,"Travis County","53,303","51,534 to 55,072"
2013,48000,"Texas","51,714","51,476 to 51,952"
2018,40000,"Oklahoma","51,914","51,468 to 52,360"
2017,40143,"Tulsa County","52,579","51,449 to 53,709"
2017,16000,"Idaho","52,280","51,448 to 53,112"
2016,29000,"Missouri","51,713","51,343 to 52,083"
2012,0,"United States","51,371","51,318 to 51,424"
2013,50000,"Vermont","52,511","51,183 to 53,839"
2019,1000,"Alabama","51,771","51,179 to 52,363"
2012,42125,"Washington County","53,545","51,167 to 55,923"
2013,55000,"Wisconsin","51,474","51,108 to 51,840"
2019,35000,"New Mexico","52,021","51,081 to 52,961"
2014,32031,"Washoe County","52,862","51,049 to 54,675"
2015,4000,"Arizona","51,473","51,046 to 51,900"
2011,38000,"North Dakota","52,135","51,032 to 53,238"
2010,44000,"Rhode Island","52,053","51,032 to 53,074"
2012,42000,"Pennsylvania","51,225","50,962 to 51,488"
2013,32031,"Washoe County","53,565","50,928 to 56,202"
2017,47000,"Tennessee","51,319","50,914 to 51,724"
2015,13000,"Georgia","51,225","50,856 to 51,594"
2015,39000,"Ohio","51,086","50,853 to 51,319"
2014,32000,"Nevada","51,487","50,828 to 52,146"
2011,50000,"Vermont","52,033","50,824 to 53,242"
2015,26000,"Michigan","51,063","50,820 to 51,306"
2010,48453,"Travis County","51,905","50,794 to 53,016"
2012,55000,"Wisconsin","51,063","50,745 to 51,381"
2016,16000,"Idaho","51,647","50,736 to 52,558"
2013,32000,"Nevada","51,250","50,676 to 51,824"
2016,12000,"Florida","50,857","50,616 to 51,098"
2014,41000,"Oregon","51,088","50,607 to 51,569"
2015,23000,"Maine","51,419","50,597 to 52,241"
2012,19000,"Iowa","50,997","50,573 to 51,421"
2019,22000,"Louisiana","51,108","50,529 to 51,687"
2012,48000,"Texas","50,747","50,482 to 51,012"
2016,40143,"Tulsa County","51,476","50,445 to 52,507"
2015,40143,"Tulsa County","51,366","50,442 to 52,290"
2011,0,"United States","50,502","50,429 to 50,575"
2011,42125,"Washington County","52,384","50,352 to 54,416"
2016,37000,"North Carolina","50,595","50,305 to 50,885"
2013,20000,"Kansas","50,892","50,299 to 51,485"
2010,32000,"Nevada","50,987","50,262 to 51,712"
2017,45000,"South Carolina","50,675","50,151 to 51,199"
2015,18000,"Indiana","50,510","50,126 to 50,894"
2014,46000,"South Dakota","51,059","50,111 to 52,007"
2019,26163,"Wayne County","50,753","50,015 to 51,491"
2010,0,"United States","50,046","49,982 to 50,110"
2011,55000,"Wisconsin","50,401","49,981 to 50,821"
2010,49047,"Uintah County","54,090","49,950 to 58,230"
2011,42000,"Pennsylvania","50,221","49,932 to 50,510"
2015,29000,"Missouri","50,200","49,789 to 50,611"
2013,41000,"Oregon","50,228","49,708 to 50,748"
2012,20000,"Kansas","50,140","49,632 to 50,648"
2018,21000,"Kentucky","50,189","49,631 to 50,747"
2012,25025,"Suffolk County","50,884","49,595 to 52,173"
2014,4000,"Arizona","50,036","49,561 to 50,511"
2014,40143,"Tulsa County","50,507","49,556 to 51,458"
2019,18163,"Vanderburgh County","51,603","49,540 to 53,666"
2017,40000,"Oklahoma","50,051","49,487 to 50,615"
2014,26000,"Michigan","49,755","49,373 to 50,137"
2011,32031,"Washoe County","50,910","49,237 to 52,583"
2012,32000,"Nevada","49,909","49,131 to 50,687"
2018,1000,"Alabama","49,881","49,123 to 50,639"
2015,12000,"Florida","49,416","49,087 to 49,745"
2011,48000,"Texas","49,390","49,004 to 49,776"
2016,45000,"South Carolina","49,587","48,997 to 50,177"
2014,39000,"Ohio","49,349","48,991 to 49,707"
2014,18000,"Indiana","49,384","48,906 to 49,862"
2011,19000,"Iowa","49,545","48,882 to 50,208"
2010,32031,"Washoe County","50,839","48,875 to 52,803"
2010,42000,"Pennsylvania","49,245","48,824 to 49,666"
2014,13000,"Georgia","49,240","48,708 to 49,772"
2016,40000,"Oklahoma","49,204","48,594 to 49,814"
2010,55000,"Wisconsin","48,974","48,492 to 49,456"
2018,18163,"Vanderburgh County","50,500","48,389 to 52,611"
2014,23000,"Maine","49,381","48,366 to 50,396"
2012,41000,"Oregon","49,090","48,332 to 49,848"
2010,48000,"Texas","48,622","48,281 to 48,963"
2010,50000,"Vermont","49,393","48,253 to 50,533"
2013,46000,"South Dakota","49,200","48,195 to 50,205"
2019,5000,"Arkansas","49,020","48,177 to 49,863"
2011,32000,"Nevada","49,099","48,171 to 50,027"
2011,20000,"Kansas","48,844","48,127 to 49,561"
2015,40000,"Oklahoma","48,595","48,087 to 49,103"
2013,4000,"Arizona","48,504","47,932 to 49,076"
2016,47000,"Tennessee","48,506","47,850 to 49,162"
2013,26000,"Michigan","48,200","47,825 to 48,575"
2013,39000,"Ohio","48,138","47,736 to 48,540"
2014,29000,"Missouri","48,288","47,734 to 48,842"
2017,21000,"Kentucky","48,332","47,716 to 48,948"
2010,38000,"North Dakota","48,878","47,689 to 50,067"
2012,32031,"Washoe County","49,449","47,582 to 51,316"
2012,46000,"South Dakota","48,439","47,546 to 49,332"
2010,25025,"Suffolk County","49,584","47,466 to 51,702"
2017,1000,"Alabama","48,193","47,451 to 48,935"
2010,19000,"Iowa","48,031","47,421 to 48,641"
2015,37000,"North Carolina","47,884","47,370 to 48,398"
2018,22000,"Louisiana","48,021","47,301 to 48,741"
2015,16000,"Idaho","48,311","47,281 to 49,341"
2012,4000,"Arizona","47,796","47,213 to 48,379"
2013,13000,"Georgia","47,765","47,154 to 48,376"
2014,12000,"Florida","47,439","47,113 to 47,765"
2010,20000,"Kansas","47,888","47,096 to 48,680"
2014,40000,"Oklahoma","47,524","47,077 to 47,971"
2013,18000,"Indiana","47,508","47,002 to 48,014"
2011,25025,"Suffolk County","49,033","46,986 to 51,080"
2011,46000,"South Dakota","48,188","46,895 to 49,481"
2013,40143,"Tulsa County","48,082","46,873 to 49,291"
2015,45000,"South Carolina","47,308","46,768 to 47,848"
2015,47000,"Tennessee","47,243","46,760 to 47,726"
2012,13000,"Georgia","47,125","46,750 to 47,500"
2012,39000,"Ohio","46,873","46,582 to 47,164"
2012,18000,"Indiana","46,954","46,540 to 47,368"
2018,35000,"New Mexico","47,405","46,537 to 48,273"
2013,29000,"Missouri","46,905","46,483 to 47,327"
2012,26000,"Michigan","46,793","46,465 to 47,121"
2014,16000,"Idaho","47,572","46,434 to 48,710"
2018,5000,"Arkansas","47,094","46,401 to 47,787"
2013,23000,"Maine","47,095","46,334 to 47,856"
2010,4000,"Arizona","46,787","46,278 to 47,296"
2012,40143,"Tulsa County","47,371","46,220 to 48,522"
2014,37000,"North Carolina","46,596","46,219 to 46,973"
2011,41000,"Oregon","46,876","46,200 to 47,552"
2011,4000,"Arizona","46,710","46,173 to 47,247"
2016,35000,"New Mexico","46,844","46,050 to 47,638"
2016,21000,"Kentucky","46,610","46,022 to 47,198"
2012,23000,"Maine","46,856","46,021 to 47,691"
2010,41000,"Oregon","46,536","46,018 to 47,054"
2017,35000,"New Mexico","47,086","45,974 to 48,198"
2011,18000,"Indiana","46,410","45,964 to 46,856"
2010,13000,"Georgia","46,252","45,792 to 46,712"
2013,16000,"Idaho","46,621","45,745 to 47,497"
2013,12000,"Florida","46,021","45,714 to 46,328"
2017,22000,"Louisiana","46,283","45,663 to 46,903"
2016,1000,"Alabama","46,309","45,650 to 46,968"
2011,26000,"Michigan","45,931","45,603 to 46,259"
2018,26163,"Wayne County","46,440","45,555 to 47,325"
2013,37000,"North Carolina","45,946","45,527 to 46,365"
2011,39000,"Ohio","45,803","45,487 to 46,119"
2011,13000,"Georgia","45,886","45,438 to 46,334"
2011,23000,"Maine","46,160","45,405 to 46,915"
2013,40000,"Oklahoma","45,724","45,201 to 46,247"
2011,40143,"Tulsa County","46,497","45,198 to 47,796"
2010,42125,"Washington County","47,823","45,182 to 50,464"
2017,5000,"Arkansas","45,916","45,181 to 46,651"
2015,22000,"Louisiana","45,829","45,174 to 46,484"
2010,26000,"Michigan","45,354","45,052 to 45,656"
2010,23000,"Maine","45,882","45,042 to 46,722"
2012,29000,"Missouri","45,320","44,909 to 45,731"
2010,39000,"Ohio","45,151","44,860 to 45,442"
2010,46000,"South Dakota","45,861","44,856 to 46,866"
2014,45000,"South Carolina","45,337","44,839 to 45,835"
2012,37000,"North Carolina","45,195","44,809 to 45,581"
2019,28000,"Mississippi","45,928","44,793 to 47,063"
2018,20209,"Wyandotte County","47,084","44,783 to 49,385"
2011,29000,"Missouri","45,231","44,718 to 45,744"
2015,21000,"Kentucky","45,178","44,714 to 45,642"
2015,35000,"New Mexico","45,524","44,685 to 46,363"
2017,18163,"Vanderburgh County","47,456","44,677 to 50,235"
2012,12000,"Florida","45,006","44,664 to 45,348"
2019,20209,"Wyandotte County","47,292","44,647 to 49,937"
2016,22000,"Louisiana","45,374","44,621 to 46,127"
2012,16000,"Idaho","45,296","44,435 to 46,157"
2017,26163,"Wayne County","45,182","44,253 to 46,111"
2010,18000,"Indiana","44,616","44,178 to 45,054"
2015,1000,"Alabama","44,833","44,110 to 45,556"
2014,35000,"New Mexico","44,905","44,100 to 45,710"
2010,12000,"Florida","44,390","44,071 to 44,709"
2017,20209,"Wyandotte County","46,032","44,030 to 48,034"
2018,28000,"Mississippi","44,740","43,972 to 45,508"
2014,22000,"Louisiana","44,680","43,971 to 45,389"
